,product_bought,Review-AverageRating,DisplayPrice-Amount,ListPrice-Amount,age_sender,diff_age,ratio_recommender,ratio_costumer
3326,1,4.7,14.99,14.99,45,9,0.4324324324324324,0.631578947368421
5189,1,4.1,17.99,17.99,42,6,0.5945945945945946,0.631578947368421
2628,1,4.6,69.99,69.99,30,6,0.32432432432432434,0.631578947368421
5046,1,4.7,6.99,6.99,31,5,0.2162162162162162,0.631578947368421
1081,0,0.0,19.99,19.99,44,8,0.5405405405405406,0.631578947368421
3808,1,4.8,14.99,14.99,44,8,0.24324324324324326,0.631578947368421
139,0,4.5,29.99,29.99,39,3,0.3513513513513513,0.631578947368421
6894,1,4.5,29.99,43.99,23,5,0.48648648648648646,0.6666666666666666
5379,1,4.4,39.99,39.99,30,2,0.5405405405405406,0.6666666666666666
4032,0,0.0,54.99,54.99,18,10,0.2702702702702703,0.6666666666666666
1509,0,0.0,59.99,59.99,28,0,0.21621621621621623,0.6666666666666666
802,1,5.0,94.99,94.99,31,3,0.1891891891891892,0.6666666666666666
3088,1,5.0,12.99,12.99,40,12,0.2972972972972973,0.6666666666666666
679,1,4.2,51.99,51.99,17,11,0.5135135135135135,0.6666666666666666
6343,0,4.5,6.99,6.99,38,10,0.32432432432432434,0.6666666666666666
6699,0,0.0,4.99,4.99,29,1,0.2972972972972973,0.6666666666666666
5991,1,4.7,3.99,3.99,44,16,0.4324324324324324,0.6666666666666666
4209,1,4.5,19.99,19.99,30,2,0.5945945945945946,0.6666666666666666
6324,1,4.6,3.99,3.99,20,8,0.43243243243243246,0.6666666666666666
455,0,0.0,4.99,4.99,18,10,0.2702702702702703,0.6666666666666666
6602,1,4.7,3.99,3.99,23,5,0.48648648648648646,0.6666666666666666
231,1,4.3,29.99,29.99,24,4,0.6216216216216217,0.6666666666666666
2283,1,4.6,7.99,10.0,25,3,0.5675675675675677,0.6666666666666666
3927,1,4.8,9.99,9.99,45,17,0.29729729729729726,0.6666666666666666
5400,0,4.4,6.99,6.99,27,1,0.24324324324324323,0.6666666666666666
1100,1,5.0,17.99,17.99,28,0,0.21621621621621623,0.6666666666666666
3618,0,4.6,2.99,2.99,23,5,0.37837837837837834,0.6666666666666666
212,1,0.0,19.99,19.99,24,4,0.40540540540540543,0.6666666666666666
935,0,0.0,89.99,124.99,36,8,0.3783783783783784,0.6666666666666666
5575,1,4.0,899.99,899.99,26,2,0.43243243243243246,0.6666666666666666
5493,1,4.1,69.99,69.99,29,1,0.4594594594594595,0.6666666666666666
6797,1,4.6,109.99,109.99,33,7,0.32432432432432434,0.5555555555555556
3738,1,0.0,59.99,59.99,29,3,0.35135135135135137,0.5555555555555556
2136,1,4.3,27.99,27.99,34,8,0.35135135135135137,0.5555555555555556
3908,1,4.0,7.99,7.99,19,7,0.4324324324324324,0.5555555555555556
5699,0,4.6,14.99,14.99,20,6,0.43243243243243246,0.5555555555555556
6062,0,5.0,119.99,119.99,30,4,0.5405405405405406,0.5555555555555556
3655,1,5.0,124.99,124.99,35,9,0.37837837837837834,0.5555555555555556
6354,1,0.0,59.99,59.99,32,6,0.35135135135135137,0.5555555555555556
3932,0,0.0,74.99,74.99,29,3,0.4864864864864865,0.5555555555555556
2820,0,4.3,12.99,19.99,29,3,0.4864864864864865,0.5555555555555556
3130,1,5.0,0.99,1.99,29,3,0.4594594594594595,0.5555555555555556
4084,0,0.0,84.99,84.99,42,16,0.40540540540540543,0.5555555555555556
4259,0,0.0,12.99,14.99,25,1,0.5405405405405406,0.5555555555555556
3935,1,4.3,29.99,29.99,31,5,0.35135135135135137,0.5555555555555556
504,1,4.3,29.99,29.99,41,15,0.37837837837837834,0.5555555555555556
3839,1,4.3,44.99,44.99,36,10,0.3513513513513513,0.5555555555555556
5163,0,4.4,44.99,44.99,39,13,0.37837837837837834,0.5555555555555556
6573,0,4.7,79.99,79.99,27,1,0.43243243243243246,0.5555555555555556
5197,0,4.8,14.99,14.99,44,26,0.24324324324324326,0.7407407407407407
1651,1,4.8,9.99,9.99,38,20,0.32432432432432434,0.7407407407407407
3709,1,4.7,29.99,29.99,29,11,0.4864864864864865,0.7407407407407407
6945,0,0.0,8.99,8.99,34,16,0.35135135135135137,0.7407407407407407
2511,0,4.5,16.99,27.99,28,10,0.21621621621621623,0.7407407407407407
2589,1,4.5,49.99,49.99,28,10,0.40540540540540543,0.7407407407407407
6499,1,4.5,31.99,31.99,17,1,0.4324324324324324,0.7407407407407407
2076,1,4.8,14.99,14.99,37,19,0.5135135135135136,0.7407407407407407
2096,1,4.9,11.99,11.99,33,15,0.5135135135135136,0.7407407407407407
4638,1,4.5,16.99,27.99,45,27,0.3513513513513513,0.7407407407407407
6673,1,4.6,9.99,9.99,37,19,0.4594594594594595,0.7407407407407407
5356,1,4.2,69.99,69.99,35,17,0.5135135135135136,0.7407407407407407
4723,1,4.6,16.99,16.99,17,1,0.4594594594594595,0.7407407407407407
6475,1,4.5,4.99,4.99,37,19,0.40540540540540543,0.7407407407407407
3046,1,4.5,7.99,7.99,18,0,0.4324324324324324,0.7407407407407407
225,1,4.6,24.99,24.99,30,12,0.3513513513513513,0.7407407407407407
3649,0,4.2,19.99,19.99,40,22,0.40540540540540543,0.7407407407407407
6961,1,4.9,19.99,19.99,35,17,0.4594594594594595,0.7407407407407407
820,1,4.6,11.99,17.99,33,15,0.5135135135135136,0.7407407407407407
6634,1,4.8,22.99,22.99,29,11,0.5675675675675675,0.7407407407407407
6773,1,4.8,6.0,9.99,33,15,0.32432432432432434,0.7407407407407407
2847,0,4.5,9.99,17.99,40,22,0.4864864864864865,0.7407407407407407
271,1,4.6,19.99,19.99,22,4,0.5135135135135135,0.7407407407407407
3844,1,4.5,39.99,39.99,36,18,0.37837837837837834,0.7407407407407407
2450,0,4.4,19.99,19.99,29,11,0.35135135135135137,0.7407407407407407
3258,0,4.5,14.99,14.99,38,20,0.29729729729729726,0.7407407407407407
1827,1,0.0,4.99,4.99,35,17,0.5405405405405406,0.7407407407407407
2052,1,3.8,19.99,19.99,32,0,0.40540540540540543,0.7407407407407407
2070,1,4.6,19.99,29.99,43,11,0.35135135135135137,0.7407407407407407
1898,1,4.7,3.99,3.99,38,6,0.32432432432432434,0.7407407407407407
1459,0,4.8,18.99,18.99,17,15,0.48648648648648646,0.7407407407407407
6196,1,4.8,14.99,14.99,45,13,0.3513513513513513,0.7407407407407407
5127,1,4.3,49.99,64.99,35,3,0.5135135135135136,0.7407407407407407
5814,1,4.6,11.99,11.99,38,6,0.4054054054054054,0.7407407407407407
6146,1,4.6,39.99,39.99,26,6,0.43243243243243246,0.7407407407407407
914,1,0.0,87.99,87.99,30,2,0.40540540540540543,0.7407407407407407
5126,0,0.0,54.99,54.99,35,3,0.5405405405405406,0.7407407407407407
128,1,4.7,3.99,5.99,21,11,0.4054054054054054,0.7407407407407407
1042,1,4.3,79.99,89.99,26,6,0.32432432432432434,0.7407407407407407
4475,1,4.25,12.99,14.99,17,15,0.5405405405405406,0.7407407407407407
6511,0,4.4,12.99,12.99,35,3,0.3783783783783784,0.7407407407407407
5259,1,4.5,59.99,59.99,29,3,0.5135135135135136,0.7407407407407407
6238,0,4.0,24.99,24.99,44,12,0.45945945945945954,0.7407407407407407
6694,1,4.8,17.99,17.99,38,6,0.32432432432432434,0.7407407407407407
1822,1,4.8,18.99,18.99,17,15,0.48648648648648646,0.7407407407407407
882,1,0.0,11.99,11.99,20,12,0.5135135135135136,0.7407407407407407
5457,1,4.1,14.99,14.99,22,10,0.40540540540540543,0.7407407407407407
6775,0,4.7,7.99,7.99,28,4,0.29729729729729726,0.7407407407407407
5624,0,4.7,79.99,79.99,29,3,0.43243243243243246,0.7407407407407407
473,1,4.6,9.99,9.99,28,4,0.5405405405405406,0.7407407407407407
4437,1,4.6,69.99,69.99,37,5,0.37837837837837834,0.7407407407407407
5119,0,0.0,66.99,66.99,29,3,0.2972972972972973,0.7407407407407407
940,1,4.9,19.99,19.99,29,3,0.32432432432432434,0.7407407407407407
1347,1,5.0,79.99,124.99,32,0,0.40540540540540543,0.7407407407407407
2777,0,0.0,54.99,54.99,23,18,0.48648648648648646,0.6
5174,1,4.7,3.99,3.99,19,22,0.40540540540540543,0.6
5178,1,4.2,109.99,109.99,16,25,0.45945945945945943,0.6
5685,1,4.7,29.99,29.99,27,14,0.45945945945945943,0.6
2361,1,4.4,14.99,14.99,25,16,0.5405405405405406,0.6
3857,1,4.4,12.99,12.99,32,9,0.40540540540540543,0.6
5454,0,1.0,106.99,106.99,20,21,0.2702702702702703,0.6
3726,1,4.7,29.99,29.99,18,23,0.3783783783783784,0.6
2219,1,3.8,29.99,29.99,28,13,0.35135135135135137,0.6
6271,1,4.3,19.99,19.99,25,16,0.4864864864864865,0.6
436,0,5.0,74.99,74.99,16,25,0.5135135135135136,0.6
4788,1,4.8,8.99,8.99,37,4,0.37837837837837834,0.6
4615,0,4.6,39.99,54.99,43,2,0.4594594594594595,0.6
5452,0,4.6,9.99,9.99,24,17,0.43243243243243246,0.6
6455,0,0.0,28.99,28.99,24,17,0.43243243243243246,0.6
5772,0,3.8,29.99,29.99,19,22,0.4324324324324324,0.6
4537,1,4.4,39.99,39.99,35,6,0.2702702702702703,0.6
5689,1,4.3,64.99,64.99,17,24,0.43243243243243246,0.6
113,0,3.8,29.99,29.99,24,17,0.4594594594594595,0.6
5148,1,4.4,14.99,14.99,42,1,0.4594594594594595,0.6
2615,0,4.4,14.99,14.99,43,2,0.32432432432432434,0.6
317,1,0.0,49.99,49.99,34,7,0.3243243243243243,0.6
132,0,2.7,4.99,4.99,17,24,0.4594594594594595,0.6
316,1,4.1,34.99,49.99,41,0,0.43243243243243246,0.6
2962,1,4.8,7.0,9.99,16,25,0.4864864864864865,0.6
2657,0,4.6,12.99,12.99,30,0,0.40540540540540543,0.5833333333333334
913,0,0.0,99.99,99.99,24,6,0.6216216216216217,0.5833333333333334
5775,1,4.6,2.19,2.19,24,6,0.4594594594594595,0.5833333333333334
3957,1,4.4,14.99,14.99,35,5,0.4594594594594595,0.5833333333333334
6568,0,4.6,9.99,9.99,36,6,0.3783783783783784,0.5833333333333334
2745,1,4.1,9.99,9.99,31,1,0.43243243243243246,0.5833333333333334
871,1,4.3,7.99,7.99,26,4,0.37837837837837834,0.5833333333333334
3527,0,4.4,19.99,19.99,29,1,0.4864864864864865,0.5833333333333334
3444,1,5.0,39.99,39.99,37,7,0.4864864864864865,0.5833333333333334
234,1,4.9,5.99,5.99,29,1,0.4594594594594595,0.5833333333333334
3156,1,4.8,6.0,9.99,23,7,0.4054054054054054,0.5833333333333334
2302,0,0.0,89.99,89.99,20,10,0.2702702702702703,0.5833333333333334
3848,1,4.3,29.99,29.99,18,12,0.37837837837837834,0.5833333333333334
5373,1,4.9,11.99,11.99,17,13,0.5405405405405406,0.5833333333333334
1215,1,4.6,29.99,29.99,37,7,0.40540540540540543,0.5833333333333334
1618,0,4.8,39.99,39.99,30,0,0.5405405405405406,0.5833333333333334
2975,1,4.5,16.99,19.99,20,10,0.5135135135135136,0.5833333333333334
5305,1,4.7,3.49,3.49,42,12,0.40540540540540543,0.5833333333333334
5231,1,4.8,19.99,19.99,41,11,0.7027027027027027,0.5833333333333334
6503,0,4.2,9.99,9.99,39,9,0.4054054054054054,0.5833333333333334
6085,1,4.5,49.99,49.99,17,13,0.2972972972972973,0.5833333333333334
6334,0,4.4,21.99,24.99,31,1,0.35135135135135137,0.5833333333333334
4744,0,4.6,17.99,17.99,29,1,0.2972972972972973,0.5833333333333334
2525,0,3.8,79.99,79.99,45,15,0.4054054054054054,0.5833333333333334
6608,1,3.8,19.99,19.99,26,7,0.2972972972972973,0.5454545454545454
817,0,4.9,19.99,19.99,39,6,0.3783783783783784,0.5454545454545454
4078,1,4.7,3.99,3.99,39,6,0.3513513513513513,0.5454545454545454
774,1,4.7,9.99,17.99,23,10,0.48648648648648646,0.5454545454545454
3691,1,4.8,39.99,39.99,41,8,0.7027027027027027,0.5454545454545454
2974,1,4.6,699.99,699.99,21,12,0.3513513513513513,0.5454545454545454
6207,1,2.5,9.99,9.99,31,2,0.3243243243243243,0.5454545454545454
2573,0,0.0,13.99,13.99,44,11,0.45945945945945954,0.5454545454545454
4157,0,4.6,9.99,9.99,16,17,0.5135135135135136,0.5454545454545454
3038,1,2.5,79.99,99.99,41,8,0.35135135135135137,0.5454545454545454
6508,1,3.8,29.99,29.99,19,14,0.4864864864864865,0.5454545454545454
4067,1,4.8,9.99,9.99,17,16,0.48648648648648646,0.5454545454545454
1191,1,4.4,79.99,79.99,28,5,0.32432432432432434,0.5454545454545454
6165,0,4.6,12.99,12.99,41,8,0.5945945945945946,0.5454545454545454
1730,0,0.0,109.99,109.99,26,7,0.2972972972972973,0.5454545454545454
3441,1,4.4,44.99,44.99,18,15,0.21621621621621623,0.5454545454545454
2353,0,4.1,19.99,24.99,35,2,0.4594594594594595,0.5454545454545454
6469,0,4.8,11.99,14.99,33,0,0.2702702702702703,0.5454545454545454
2489,0,0.0,169.99,169.99,26,7,0.21621621621621623,0.5454545454545454
4066,0,0.0,89.99,124.99,21,12,0.3513513513513513,0.5454545454545454
6557,0,0.0,79.99,79.99,26,7,0.21621621621621623,0.5454545454545454
1239,1,4.5,17.99,17.99,39,6,0.35135135135135137,0.5454545454545454
5691,1,4.7,3.99,3.99,25,1,0.5405405405405406,0.7083333333333334
4706,0,4.3,39.99,54.99,29,5,0.4864864864864865,0.7083333333333334
2433,1,4.7,79.99,79.99,28,4,0.35135135135135137,0.7083333333333334
5652,1,4.9,109.99,109.99,35,11,0.4324324324324324,0.7083333333333334
812,1,4.6,229.99,229.99,27,3,0.2702702702702703,0.7083333333333334
10,1,4.5,34.99,34.99,41,17,0.5945945945945946,0.7083333333333334
3238,0,0.0,11.99,11.99,24,0,0.43243243243243246,0.7083333333333334
6581,0,4.6,9.99,9.99,45,21,0.45945945945945943,0.7083333333333334
915,0,3.8,29.99,29.99,39,15,0.35135135135135137,0.7083333333333334
5413,0,4.4,6.99,6.99,31,7,0.45945945945945943,0.7083333333333334
6750,1,4.9,149.99,149.99,30,6,0.5945945945945946,0.7083333333333334
5513,1,4.4,5.99,6.99,41,17,0.5945945945945946,0.7083333333333334
5340,1,4.5,99.99,99.99,33,9,0.2702702702702703,0.7083333333333334
1374,1,4.6,39.99,54.99,25,1,0.37837837837837834,0.7083333333333334
3061,1,4.0,24.99,34.99,25,1,0.37837837837837834,0.7083333333333334
1719,1,3.2,69.99,69.99,44,20,0.5405405405405406,0.7083333333333334
3557,1,4.9,18.99,18.99,44,20,0.3243243243243243,0.7083333333333334
3722,0,4.4,3.49,3.49,39,15,0.32432432432432434,0.7083333333333334
3817,1,4.4,29.99,29.99,45,21,0.5135135135135135,0.7083333333333334
3190,0,4.4,39.99,39.99,21,3,0.3783783783783784,0.7083333333333334
2740,1,4.5,59.99,59.99,18,6,0.29729729729729726,0.7083333333333334
6516,1,4.9,24.99,24.99,28,4,0.32432432432432434,0.7083333333333334
6209,1,4.9,149.99,149.99,34,10,0.35135135135135137,0.7083333333333334
1716,1,4.6,14.99,14.99,45,21,0.5135135135135135,0.7083333333333334
5910,0,5.0,79.99,99.99,45,27,0.4324324324324324,0.625
5217,0,4.7,29.99,29.99,34,16,0.35135135135135137,0.625
1434,1,4.7,6.99,6.99,35,17,0.24324324324324323,0.625
606,1,4.0,119.99,119.99,37,19,0.40540540540540543,0.625
48,1,4.6,2.99,2.99,19,1,0.3783783783783784,0.625
986,0,4.8,22.99,22.99,33,15,0.45945945945945954,0.625
825,1,0.0,109.99,109.99,27,9,0.48648648648648646,0.625
1163,1,4.6,6.99,6.99,38,20,0.32432432432432434,0.625
1620,1,4.7,29.99,29.99,27,9,0.4864864864864865,0.625
2977,1,4.9,19.99,19.99,36,18,0.40540540540540543,0.625
1306,1,4.6,2.99,2.99,42,24,0.5405405405405406,0.625
5213,1,4.6,31.99,31.99,42,24,0.5405405405405406,0.625
5669,1,4.8,9.99,9.99,19,1,0.35135135135135137,0.625
4232,0,4.4,34.99,34.99,44,26,0.4324324324324324,0.625
2014,1,5.0,39.99,39.99,24,6,0.40540540540540543,0.625
3274,1,4.6,6.99,6.99,29,11,0.43243243243243246,0.625
4246,0,3.0,69.99,69.99,21,3,0.3783783783783784,0.625
2039,0,5.0,74.99,74.99,24,6,0.40540540540540543,0.625
2102,0,4.5,59.99,89.99,33,15,0.32432432432432434,0.625
6932,1,4.4,79.99,79.99,40,22,0.45945945945945943,0.625
3912,1,5.0,79.99,124.99,43,25,0.32432432432432434,0.625
4342,0,4.6,6.99,6.99,34,16,0.35135135135135137,0.625
813,0,0.0,89.99,89.99,32,14,0.45945945945945954,0.625
1887,1,4.6,16.99,16.99,35,17,0.4324324324324324,0.625
5710,0,0.0,69.99,69.99,24,6,0.4594594594594595,0.5555555555555556
1938,1,4.6,2.99,2.99,28,2,0.29729729729729726,0.5555555555555556
3703,1,4.5,99.99,99.99,43,13,0.4594594594594595,0.5555555555555556
5645,1,4.9,134.99,134.99,37,7,0.3783783783783784,0.5555555555555556
4986,1,4.6,5.99,5.99,45,15,0.45945945945945943,0.5555555555555556
5673,0,0.0,66.99,66.99,40,10,0.2162162162162162,0.5555555555555556
5846,1,4.9,19.99,19.99,40,10,0.40540540540540543,0.5555555555555556
4519,1,4.4,34.99,34.99,17,13,0.4324324324324324,0.5555555555555556
1656,0,4.7,24.99,24.99,31,1,0.2162162162162162,0.5555555555555556
2591,1,4.9,89.99,89.99,33,3,0.2702702702702703,0.5555555555555556
668,0,4.6,8.99,8.99,33,3,0.32432432432432434,0.5555555555555556
2852,1,4.7,309.99,369.99,36,6,0.3783783783783784,0.5555555555555556
6341,0,4.7,29.99,29.99,36,6,0.3783783783783784,0.5555555555555556
5802,0,4.0,44.99,44.99,26,4,0.43243243243243246,0.5555555555555556
2226,0,0.0,54.99,54.99,21,9,0.32432432432432434,0.5555555555555556
2232,0,4.7,14.99,14.99,25,5,0.5405405405405406,0.5555555555555556
6906,1,5.0,94.99,94.99,31,1,0.35135135135135137,0.5555555555555556
6277,1,0.0,69.99,69.99,45,15,0.3783783783783784,0.5555555555555556
5587,0,4.3,12.99,19.99,16,1,0.45945945945945943,0.5909090909090909
2468,0,4.2,19.99,19.99,22,5,0.5135135135135135,0.5909090909090909
583,1,0.0,79.99,79.99,35,18,0.5405405405405406,0.5909090909090909
3951,0,0.0,89.99,89.99,27,10,0.32432432432432434,0.5909090909090909
5153,1,5.0,14.99,19.99,35,18,0.4324324324324324,0.5909090909090909
6407,1,5.0,3.99,3.99,18,1,0.4594594594594595,0.5909090909090909
177,1,4.5,12.99,12.99,21,4,0.5405405405405405,0.5909090909090909
5476,1,4.5,34.99,59.99,16,1,0.5135135135135136,0.5909090909090909
3575,1,4.6,9.99,9.99,28,11,0.32432432432432434,0.5909090909090909
6174,0,4.0,24.99,34.99,35,18,0.5405405405405406,0.5909090909090909
4252,1,4.5,7.99,7.99,29,12,0.43243243243243246,0.5909090909090909
3251,1,4.7,54.99,54.99,35,18,0.2972972972972973,0.5909090909090909
1831,0,4.3,139.99,149.99,17,0,0.48648648648648646,0.5909090909090909
4002,1,4.4,26.99,26.99,22,5,0.5135135135135135,0.5909090909090909
1432,0,4.5,19.99,19.99,20,3,0.5135135135135135,0.5909090909090909
4494,0,4.5,19.99,22.99,25,8,0.5405405405405406,0.5909090909090909
6935,1,4.8,9.99,9.99,23,6,0.48648648648648646,0.5909090909090909
244,1,4.8,17.99,17.99,20,3,0.37837837837837834,0.5909090909090909
1169,0,4.2,69.99,69.99,22,5,0.37837837837837834,0.5909090909090909
2307,0,0.0,69.99,69.99,18,1,0.37837837837837834,0.5909090909090909
5283,1,4.86,89.99,89.99,22,5,0.4864864864864865,0.5909090909090909
5888,1,4.0,29.99,29.99,18,1,0.2972972972972973,0.5909090909090909
81,1,5.0,169.99,169.99,45,21,0.5135135135135135,0.75
4873,1,4.5,49.99,49.99,37,13,0.2702702702702703,0.75
4249,1,5.0,74.99,74.99,17,7,0.2972972972972973,0.75
6224,1,4.7,3.99,3.99,17,7,0.5405405405405406,0.75
303,1,4.4,54.99,54.99,18,6,0.37837837837837834,0.75
5235,1,4.4,34.99,34.99,23,1,0.48648648648648646,0.75
71,1,4.8,34.99,34.99,32,8,0.40540540540540543,0.75
413,1,4.5,12.99,12.99,35,11,0.21621621621621623,0.75
6153,1,4.5,39.99,39.99,33,9,0.37837837837837834,0.75
1458,1,4.3,44.99,44.99,19,5,0.35135135135135137,0.75
1807,1,4.5,29.99,43.99,23,1,0.4054054054054054,0.75
4702,0,0.0,19.99,19.99,18,6,0.5675675675675677,0.75
3016,0,0.0,66.99,66.99,25,1,0.5675675675675677,0.75
5001,1,4.6,69.99,69.99,16,8,0.45945945945945943,0.75
2731,1,4.8,8.99,8.99,37,13,0.40540540540540543,0.75
5471,0,4.6,14.99,14.99,18,6,0.21621621621621623,0.75
5468,0,0.0,49.99,49.99,33,9,0.45945945945945954,0.75
6151,1,4.8,17.99,17.99,30,6,0.5405405405405406,0.75
5422,1,4.5,8.99,8.99,22,2,0.40540540540540543,0.75
3334,1,4.6,39.99,54.99,42,18,0.5945945945945946,0.75
1919,1,4.4,26.99,26.99,29,5,0.48648648648648646,0.75
5431,1,4.7,79.99,79.99,40,16,0.40540540540540543,0.75
1507,0,0.0,14.99,14.99,27,3,0.3513513513513513,0.75
963,0,4.6,29.99,29.99,29,5,0.5675675675675675,0.75
5043,1,5.0,949.99,949.99,43,14,0.35135135135135137,0.5
1797,1,4.6,14.99,14.99,29,0,0.45945945945945954,0.5
3804,0,4.6,24.99,24.99,21,8,0.2972972972972973,0.5
2081,0,4.6,19.99,19.99,17,12,0.2972972972972973,0.5
3277,1,4.9,11.99,11.99,17,12,0.4594594594594595,0.5
6628,1,0.0,54.99,54.99,17,12,0.4594594594594595,0.5
3270,0,0.0,46.99,46.99,20,9,0.5135135135135135,0.5
5769,1,4.7,2.99,2.99,37,8,0.5135135135135135,0.5
900,1,4.7,7.99,14.99,37,8,0.4594594594594595,0.5
3941,1,2.0,189.99,189.99,30,1,0.5945945945945946,0.5
2453,0,0.0,69.99,69.99,29,0,0.5675675675675675,0.5
141,1,5.0,4.49,4.49,37,8,0.40540540540540543,0.5
3023,0,4.7,9.99,17.99,20,9,0.16216216216216217,0.5
683,0,2.5,79.99,99.99,30,1,0.5405405405405406,0.5
3830,0,5.0,124.99,124.99,20,9,0.37837837837837834,0.5
5520,0,4.0,109.99,109.99,16,13,0.4864864864864865,0.5
6949,0,4.5,6.99,6.99,44,15,0.5675675675675677,0.5
1502,1,4.6,5.99,5.99,20,9,0.4324324324324324,0.5
2120,0,0.0,69.99,69.99,22,7,0.4864864864864865,0.5
1348,1,4.6,9.99,9.99,24,5,0.5135135135135135,0.5
3204,1,4.6,4.99,4.99,24,5,0.40540540540540543,0.5
3852,0,4.3,39.99,64.99,36,7,0.24324324324324328,0.5
3646,1,4.4,29.99,29.99,29,0,0.6486486486486486,0.5
5980,0,0.0,79.99,79.99,33,4,0.2702702702702703,0.5
547,1,5.0,4.49,4.49,20,9,0.48648648648648646,0.5
863,0,4.6,16.99,16.99,29,0,0.40540540540540543,0.5
2527,1,5.0,4.99,4.99,27,15,0.3783783783783784,0.7142857142857143
2608,1,4.0,29.99,29.99,23,19,0.5405405405405406,0.7142857142857143
3713,1,4.6,45.99,64.99,37,5,0.24324324324324326,0.7142857142857143
2175,1,5.0,119.99,119.99,34,8,0.3243243243243243,0.7142857142857143
6936,1,4.5,19.99,22.99,40,2,0.40540540540540543,0.7142857142857143
5693,1,4.8,39.99,39.99,29,13,0.2972972972972973,0.7142857142857143
3737,1,4.5,6.99,6.99,44,2,0.5675675675675677,0.7142857142857143
996,1,4.8,34.99,34.99,18,24,0.37837837837837834,0.7142857142857143
3378,1,4.6,17.99,17.99,45,3,0.3513513513513513,0.7142857142857143
4001,1,5.0,49.99,49.99,34,8,0.24324324324324326,0.7142857142857143
974,0,4.3,12.99,12.99,34,8,0.35135135135135137,0.7142857142857143
4018,0,4.8,11.99,14.99,45,3,0.3783783783783784,0.7142857142857143
1728,1,4.0,29.99,29.99,42,0,0.3513513513513513,0.7142857142857143
830,1,5.0,4.99,6.99,40,2,0.40540540540540543,0.7142857142857143
4799,0,4.1,79.99,79.99,21,21,0.4054054054054054,0.7142857142857143
2429,1,4.5,16.99,27.99,28,14,0.5405405405405406,0.7142857142857143
513,0,4.7,89.99,89.99,38,4,0.24324324324324323,0.7142857142857143
6695,1,5.0,29.99,29.99,16,26,0.5135135135135136,0.7142857142857143
5411,1,4.6,29.99,29.99,20,22,0.5135135135135136,0.7142857142857143
2557,0,4.3,64.99,64.99,40,2,0.2162162162162162,0.7142857142857143
2022,1,4.6,14.99,14.99,22,20,0.32432432432432434,0.7142857142857143
3680,1,4.0,4.99,4.99,39,3,0.3783783783783784,0.7142857142857143
2388,1,4.7,59.99,98.99,28,14,0.21621621621621623,0.7142857142857143
3303,1,4.1,69.99,69.99,30,12,0.2162162162162162,0.7142857142857143
4708,1,5.0,24.99,30.99,37,5,0.3783783783783784,0.7142857142857143
98,0,4.6,6.99,6.99,31,11,0.3513513513513513,0.7142857142857143
5355,0,4.7,3.99,3.99,28,14,0.32432432432432434,0.7142857142857143
335,0,1.0,106.99,106.99,28,14,0.3243243243243243,0.7142857142857143
2448,0,0.0,23.99,29.99,26,6,0.4054054054054054,0.6
6040,0,5.0,17.99,17.99,37,17,0.24324324324324326,0.6
607,1,4.7,64.99,64.99,30,10,0.5405405405405406,0.6
3546,1,5.0,9.99,9.99,41,21,0.43243243243243246,0.6
909,1,5.0,17.99,17.99,32,12,0.5405405405405406,0.6
1999,0,4.7,7.99,7.99,20,0,0.43243243243243246,0.6
4849,0,3.0,99.99,99.99,37,17,0.4594594594594595,0.6
4779,1,4.6,5.99,5.99,17,3,0.5135135135135135,0.6
4413,1,4.7,89.99,89.99,26,6,0.43243243243243246,0.6
2786,1,4.8,6.0,9.99,35,15,0.5135135135135136,0.6
4965,0,0.0,89.99,89.99,17,3,0.4054054054054054,0.6
2611,1,4.7,6.99,6.99,18,2,0.3783783783783784,0.6
1741,1,4.6,6.99,6.99,43,23,0.24324324324324326,0.6
4152,1,4.5,59.99,79.99,45,25,0.4054054054054054,0.6
2711,0,0.0,69.99,69.99,32,12,0.40540540540540543,0.6
4741,0,4.5,14.99,14.99,20,0,0.24324324324324323,0.6
414,1,0.0,124.99,124.99,40,20,0.2972972972972973,0.6
994,1,1.0,106.99,106.99,39,19,0.43243243243243246,0.6
1777,0,4.5,8.99,8.99,33,13,0.32432432432432434,0.6
3650,1,4.5,12.99,12.99,17,3,0.35135135135135137,0.6
3623,0,3.8,69.99,69.99,36,1,0.2702702702702703,0.5
4886,0,4.5,4.99,4.99,19,18,0.3783783783783784,0.5
1856,0,0.0,21.99,21.99,40,3,0.2972972972972973,0.5
6711,0,3.8,39.99,44.99,39,2,0.3783783783783784,0.5
1308,1,4.0,44.99,44.99,26,11,0.43243243243243246,0.5
2072,1,5.0,44.99,44.99,17,20,0.5135135135135135,0.5
1394,1,4.5,6.99,6.99,33,4,0.5945945945945945,0.5
6428,0,4.6,11.99,11.99,35,2,0.2702702702702703,0.5
2033,1,4.9,5.99,5.99,33,4,0.37837837837837834,0.5
3756,1,4.0,12.49,12.49,35,2,0.2972972972972973,0.5
6484,0,0.0,24.99,24.99,36,1,0.37837837837837834,0.5
494,1,4.1,69.99,69.99,28,9,0.29729729729729726,0.5
4521,1,4.5,31.99,31.99,37,0,0.40540540540540543,0.5
6714,0,3.0,69.99,69.99,38,1,0.4054054054054054,0.5
1318,0,4.3,9.99,9.99,30,7,0.2162162162162162,0.5
5780,0,4.4,49.99,79.99,38,1,0.29729729729729726,0.5
